id_user,timestamp,source,message,category
4747,11/2/2024,livechat,"""that’s why I chatted in to ask when they’d be credited.  I don’t have special needs, if they were showing as expired I wouldn’t ask when they’ll be credited.  I would’ve asked for an exception""",other
4507,11/2/2024,livechat,"""maybe I bet too much""",game issues
1498,11/2/2024,livechat,"""it was buy bonues""",payment issues
5256,11/2/2024,livechat,"""Are you guys gonna put money in my fucking account because of your game glitching I bet fucking not""",game issues
268,11/2/2024,telegram,"""I was. Credited 60 an I activated it but it d not showing up""",account issues
4954,11/2/2024,livechat,"""No that's all""",other
752,11/2/2024,livechat,"""I had wagered through""",payment issues
4566,11/2/2024,livechat,"""can i get some free spins please""",freespin issues
5098,11/2/2024,livechat,"""The spins wasn’t working so I canceled them bc I thot it would come thru after..""",freespin issues
1934,11/2/2024,livechat,"""Hello Paul""",other
2318,11/2/2024,livechat,"""Deactivated""",other
4737,11/2/2024,livechat,"""It even said it on your signup page""",other
4495,11/2/2024,livechat,"""It went straight to you""",freespin issues
5474,11/2/2024,livechat,"""Can you send me new ppasdword""",other
4526,11/2/2024,livechat,"""I need to speak with someone higher up cause this is bs""",other
1861,11/2/2024,livechat,"""I was wondering how to I claim the second part of my welcome package? Last time for the first part you guys manually entered my free spins""",freespin issues
5237,11/2/2024,livechat,"""entering into our country and stealing the money. it's a violation to the country laws and harming the country economy and potentially committing financial frauds and thefts""",other
302,11/2/2024,telegram,"""Expired. I just received them a few days ago. I cannot use them until I am either out of funds or cash out correct? I work on receiving those by playing real money. Why would they expire so quickly before I get a chance to use them?""",payment issues
302,11/2/2024,telegram,"""Hello, I had 20, 30 & 75 free spins. They have been removed from my account. Please advise.""",freespin issues
4668,11/2/2024,livechat,"""Hi was in a bonus and it didn’t pay me my winnings""",payment issues
2047,11/2/2024,livechat,"""It was to u guys""",other
5045,11/2/2024,livechat,"""Ok thankyou""",other
1232,11/2/2024,telegram,"""I tried to withdrawl money from your site it says on my transactiion it was cancelled""",payment issues
176,11/2/2024,telegram,"""Hello I know how to find the equivalent code the second three bonuses and I do not know how to do please and we hope to help""",other
176,11/2/2024,telegram,"""I wish to help me to know where the reward code is""",payment issues
2939,11/2/2024,livechat,"""I sent 6 or 7 yesterday""",other
5662,11/2/2024,livechat,"""One second I'll get it for you""",other
68,11/2/2024,telegram,"""I figured :/ thanks anyways ❤️""",other
2947,11/2/2024,livechat,"""About the VIP program""",other
5657,11/2/2024,livechat,"""Do you have a data leak? Why am i getting this""",other
1213,11/2/2024,telegram,"""I never received my deposit from moonpay""",payment issues
1833,11/2/2024,livechat,"""Where and how?""",other
4760,11/2/2024,livechat,"""I cant ringt in english  sorry bur you can translater""",other
1277,11/2/2024,telegram,"""what other accounts are linked""",other
5104,11/2/2024,livechat,"""It’s not about that it’s about the algorithm""",other
6142,11/2/2024,livechat,"""I appreciate that was just sensing to cover my basis thanks again I’ll be despairing again soon gotta get that next level lol""",other
5642,11/2/2024,livechat,"""I would like to close/delete my account""",account issues
4785,11/2/2024,livechat,"""I have been using this site long time so I know when to get them or what not""",other
5493,11/2/2024,livechat,"""n then its not there""",other
1468,11/2/2024,livechat,"""Can you say me where is my lvl up bonus?""",payment issues
3772,11/2/2024,livechat,"""It has been over an hour""",other
5055,11/2/2024,livechat,"""I think i dont get them :(""",other
5959,11/3/2024,livechat,"""the game with 163 won""",other
1292,11/3/2024,telegram,"""Did u enjoy our chat?""",other
5173,11/3/2024,livechat,"""And that’s fine but you stated above that “as far as you can see the games paid me accordingly”""",payment issues
2191,11/3/2024,livechat,"""Also had a couple identity breaches""",freespin issues
4835,11/3/2024,livechat,"""It said cash out time 6 mins""",payment issues
5206,11/3/2024,livechat,"""Hi I’m trying to activate my 20 free spins and once I select game it just won’t load is there something wrong with your end or can you help me activate""",freespin issues
493,11/3/2024,livechat,"""i clicked on the 25 free spins in my account rewarda but it isnt doing the bonus spins?""",freespin issues
4290,11/3/2024,livechat,"""Yesterday I tried to cash out""",payment issues
130,11/3/2024,telegram,"""That doesnt make any sense whatsoever there is no logic in that and the fact that you are secretive about it makes it seem unjust especially when it's going incredibly slow ...  I had to have spent close to 500$ if not more to get 65 percent of the way there? Guaranteed out of the 100 spins I will win about thirty six cents.""",other
1300,11/3/2024,telegram,"""I activated my 100 free spins but I had to refresh my page after only 3 but when I did the rest of my free spins aren’t loading""",freespin issues
1300,11/3/2024,telegram,"""I tried everything you suggested and they still don’t work""",other
5954,11/3/2024,livechat,"""I tried all that""",other
5848,11/3/2024,livechat,"""I’m in Australia""",other
1367,11/3/2024,livechat,"""it is saying my account is dissabled""",account issues
3773,11/3/2024,livechat,"""I have since made a new account but I'm very hesitant to even use your site anymore""",account issues
4682,11/3/2024,livechat,"""Give me mynmoney""",payment issues
5439,11/3/2024,livechat,"""my friends in Australia can login""",other
4971,11/3/2024,livechat,"""You said jack can you.please release.my account free ? You guys locked it up a few days back but I am hoping with time for good behavior you will consider nearly release""",account issues
6075,11/3/2024,livechat,"""Yes it's my friend's WiFi""",freespin issues
5201,11/3/2024,livechat,"""Can I ask that when ur talking to me that u actrully only talk to me""",other
577,11/3/2024,livechat,"""Hey Adam are second chance spins going out soon""",freespin issues
5638,11/3/2024,livechat,"""Why is my pending deposit link coming up to a page showing a error""",account issues
5109,11/3/2024,livechat,"""  If it did just cancel my account olease""",account issues
956,11/3/2024,telegram,"""I sent some XRP from wallet to my account but did not see the memo before sending.... will this still credit to my account?""",payment issues
5927,11/3/2024,livechat,"""Because it’s impossible to win and I don’t feel like wasting anymore money""",other
5137,11/3/2024,livechat,"""But when I don’t have the amount on my account to bet it will not bet /spin and I did not have 5000 to bet in the first place it was chosen in error so why did it dpin""",account issues
2001,11/3/2024,livechat,"""Thus making it where people don't have to do this every time they are confused and or wondering why they have became an inactive player all of a sudden""",other
4897,11/3/2024,livechat,"""Aha now i got it""",other
5540,11/3/2024,livechat,"""Whaaaa I only have one account""",account issues
5333,11/3/2024,livechat,"""I haven’t received the money back from a deposit I attempted. It was deducted from my account - I will show you the screenshot""",account issues
3122,11/3/2024,livechat,"""My identity was frauded barely got my credit card in mail""",payment issues
6205,11/3/2024,livechat,"""is that it?""",other
6138,11/3/2024,livechat,"""will I lose the bonus money?""",freespin issues
5724,11/3/2024,livechat,"""Hello I was promised 100 free spinn by signing up.  I just receive 20?""",freespin issues
5705,11/3/2024,livechat,"""what region can I use I have vpn""",freespin issues
1321,11/3/2024,telegram,"""When I log in it says there is account issues detected at the top of my screen in a red box""",account issues
6273,11/3/2024,livechat,"""I know I havnt got my bonus after i made a deposit for it in that timeframe""",payment issues
5219,11/3/2024,livechat,"""no one else has logged in to my internett adress, and i’ve only played at my Internett. This is so wrong""",other
5069,11/3/2024,livechat,"""when do I Get or back then?""",other
2076,11/3/2024,livechat,"""I van ask.somebody why my transactjon is still pending?""",payment issues
6159,11/3/2024,livechat,"""I don't see it""",other
1327,11/3/2024,telegram,"""Because I can not deposit using the card option as it has been taken away a while ago and I do not know how to use cryptocurrency""",payment issues
1893,11/3/2024,livechat,"""I know I glitched or got robbed""",freespin issues
6176,11/3/2024,livechat,"""Hi I remove daily limit get emeil clicking and it’s not remove show""",other
6074,11/3/2024,livechat,"""Then you is it that the promotion that i used said 100 free spins not 20""",freespin issues
5221,11/3/2024,livechat,"""So when do I get my bonus""",payment issues
6063,11/3/2024,livechat,"""can I send to casino email address directly""",other
5656,11/3/2024,livechat,"""said that can not send and was on red""",freespin issues
4978,11/3/2024,livechat,"""Hi , why isint the Monday bonus showing up for me ?""",payment issues
5483,11/3/2024,livechat,"""It was still active and I didn’t receive the promotion""",other
2061,11/3/2024,livechat,"""I'm deposited like 30 minutes ago it has like six confirmations but I don't see in my account""",account issues
6159,11/3/2024,livechat,"""It gives an option of Coinbase or it looks like a bitcoin symbol and an address. Do I click the bitcoin symbol address not Coinbase? Sorry.""",other
1281,11/3/2024,livechat,"""bit starz treasures with ltc coin""",other
5803,11/4/2024,livechat,"""I did so but it wasn't a code""",other
5157,11/4/2024,livechat,"""Hi I cashed out last week Thursday, I had to infill new details because my previous ones were no longer there. The cash out has been cashed out since Thursday and I’m still yet to receive it in my account""",account issues
5092,11/4/2024,livechat,"""Quiero jugar desde españa y no me deja""",other
5453,11/4/2024,livechat,"""it was very fast and i was happy""",other
5648,11/4/2024,livechat,"""Hi im sorry this is the 3rd or 4th time they connect me to a speciist""",other
6102,11/4/2024,livechat,"""I mean they didn't give me free games today they usually give me when I deposit.""",game issues
579,11/4/2024,livechat,"""What.... why would your system allow that to happen this is faulty""",other
5357,11/4/2024,livechat,""" I tried uploading a pdf version but it will not download""",freespin issues
756,11/4/2024,livechat,"""What's that mean?""",other
5253,11/4/2024,livechat,"""What size?""",other
5074,11/4/2024,livechat,"""No that will be it but it won't let me go to the top of the page to to leave a like by your name??""",other
5632,11/4/2024,livechat,"""Ok I will do that now""",other
6012,11/4/2024,livechat,"""didn’t get that option""",other
5425,11/4/2024,livechat,"""why did you just lie to me tho""",other
5645,11/4/2024,livechat,"""Well, I have to sign that it was sent""",other
2201,11/4/2024,livechat,"""I want talk somebody about cashout""",payment issues
925,11/4/2024,livechat,"""Ok to not bother you..most easy way is new id new acc and play..tnx on answers""",account issues
5199,11/4/2024,livechat,"""No there hasn’t been""",other
6416,11/4/2024,livechat,"""Hi, I’m trying to do a withdrawal but it’s not remembering my bank transfer details and I wanted to know why""",account issues
2399,11/4/2024,livechat,"""Yes but is almose 24h and is still pending and i dont get any email what is the reason""",other
4999,11/4/2024,livechat,"""Am i doing something wrong here or wats the deal? I don't wanna miss out on the sign up fs bonus 🙄""",freespin issues
5925,11/4/2024,livechat,"""Iok thank you as the options to withdraw had changed""",other
1627,11/4/2024,livechat,"""I didn't see any of my bonuses except for one""",payment issues
6396,11/4/2024,livechat,"""It's been 90 minutes since I requested it, are you sure everything is ok?""",other
5228,11/4/2024,livechat,"""Hey Sean, how are you?""",other
4223,11/4/2024,livechat,"""Only with my New card""",payment issues
6302,11/4/2024,livechat,"""Hi  I was sent this promo to email and it doesn't seem to be working""",other
6161,11/4/2024,livechat,"""It says everything went well""",other
2625,11/4/2024,livechat,"""hi i have a really big problem""",other
5712,11/4/2024,livechat,"""What about the week before that""",other
4909,11/4/2024,livechat,"""this is a really bad platform""",other
6092,11/4/2024,livechat,"""Yes one moment please""",other
6261,11/4/2024,livechat,"""hello is allteady opening mi account.""",account issues
5266,11/4/2024,livechat,"""Free spins""",other
5696,11/4/2024,livechat,"""I’m not used to minimum requirements on the amount of crypto I need to send and sent less than the minimum for bnb coin""",other
2214,11/4/2024,livechat,"""still here and 1 is gone""",other
6101,11/4/2024,livechat,"""How to play""",game issues
6537,11/4/2024,livechat,"""Ok so i convert to eth erc-20 at the same time""",other
6039,11/4/2024,livechat,"""reenable my accoun""",account issues
5149,11/4/2024,livechat,"""whats your position""",other
5111,11/4/2024,livechat,"""in my email. and I would like to know how to activate it because I went to make a deposit, I entered the code and it says it was not registered. and so I did nothing and sent to you. what should i do?""",payment issues
6318,11/4/2024,livechat,"""So when I try to log in it keeps saying wrong password try again""",account issues
2503,11/4/2024,livechat,"""Hello nova""",other
6142,11/5/2024,livechat,"""My free ten spins""",other
5469,11/5/2024,livechat,"""Nvm I got what you said thank u it's working now""",other
6419,11/5/2024,livechat,"""hey i didnt get my weekly free spins""",freespin issues
146,11/5/2024,telegram,"""It is in blockchain""",freespin issues
5678,11/5/2024,livechat,"""I was logged out bc I sent btc transaction twice""",payment issues
6144,11/5/2024,livechat,"""Yes l have checked""",other
5777,11/5/2024,livechat,"""Alright thank you""",other
5944,11/5/2024,livechat,"""OK hold on""",other
5751,11/5/2024,livechat,"""ol ill upload it again then ;-)""",other
506,11/5/2024,livechat,"""Cuz I didn't receive it in my account I didn't receive it in my account""",account issues
5455,11/5/2024,livechat,"""Still facing issues""",other
6072,11/5/2024,livechat,"""It's a scam. Nobody gets paid from \""free sign up spins\""""",payment issues
5700,11/5/2024,livechat,"""I made a transfer""",other
5196,11/5/2024,livechat,"""after but got that""",other
6520,11/5/2024,livechat,"""Okay great thank you""",other
2218,11/5/2024,livechat,"""I clicked yes to the offer then deposited 150""",payment issues
5366,11/5/2024,livechat,"""Are you joking me? You can't provide anything?""",other
1774,11/5/2024,livechat,"""Its Monday where I live""",other
6655,11/5/2024,livechat,"""Are you going to answer me or what""",other
6579,11/5/2024,livechat,"""No, if it’s a technical issue then I want my fucking money back all thousand dollars of it""",other
6042,11/5/2024,livechat,"""I would like to request a CASH BONUS based on my consistent PLAY FOR ALMOST A YEAR!! I have never withdrawn!!! I just keep pumping money into this site without any player advantages at all!!!!""",other
2553,11/5/2024,livechat,"""Deactivated""",other
5833,11/5/2024,livechat,"""Hello I was playing ur game crash and it just started taking my money and freezing and kept on repeat taking Money and starting to repeat I couldn't do nothing""",game issues
6347,11/5/2024,livechat,"""Why in the fuck are you stealing my money? How come I haven’t been able to hit a bonus in over $1000?""",payment issues
6348,11/5/2024,livechat,"""what promos can i have please""",other
5208,11/5/2024,livechat,"""and you never provide any customer support other than copy and paste messages""",other
5977,11/5/2024,livechat,"""slots* and I won’t accept the bull shit 20 cent free spins""",game issues
2403,11/5/2024,livechat,"""Please David""",other
5723,11/5/2024,livechat,"""And it still hasn't credited correct""",account issues
4847,11/5/2024,livechat,"""Theres nothing wrong with the bill""",other
6632,11/5/2024,livechat,"""It messed up on the last round I played""",game issues
6447,11/5/2024,livechat,"""Ok It’s up to u I’m cool""",other
1440,11/5/2024,telegram,"""Pending was blue before""",other
2613,11/5/2024,livechat,"""I was just in a chat with Paul, are you able to put me back on to him?""",other
5948,11/5/2024,livechat,"""Oh one more thing""",other
6315,11/5/2024,livechat,"""Oh hi there Mia!""",other
5213,11/5/2024,livechat,"""Hi. Can you put me with a live support agent please?""",other
2250,11/5/2024,livechat,"""Thank so much I really  appreciate  it""",other
1702,11/5/2024,livechat,"""Hello Harvey I need a new wallet address so I can deposit to the site for some reason it is not allowing me to send to that wallet anymore""",payment issues
4327,11/5/2024,livechat,"""Have a great day I will let you go I could talk to you all day LOL""",other
3893,11/5/2024,livechat,"""Told you the winnings of the $25 was the final winning of all of the spins that triggered the free spins""",freespin issues
3105,11/5/2024,livechat,"""Without being disastrous right LOL never wanted to do that but I do want to display how I feel For someone to visualize very well in their mind""",other
5419,11/5/2024,livechat,"""Didnt get enough bonus of How much i deposit last day I think""",payment issues
1183,11/5/2024,livechat,"""That's the screen shot if the block chain that shows that I successfully  deposited onto my account. And I waited till today to contact you guys, because I wasn't sure if the bonus came on right away, or if it came on the next day""",payment issues
1675,11/5/2024,livechat,"""The money has not been returned to my bank account""",payment issues
1468,11/5/2024,telegram,"""I don't see my deposit""",account issues
6564,11/5/2024,livechat,"""and sorry if I made you upset""",other
2754,11/5/2024,livechat,"""Hi I have a question about 200 free spins""",freespin issues
6634,11/6/2024,livechat,"""This  is my polish id""",other
1831,11/6/2024,livechat,"""This is only one of 200 spins am talking about""",other
6689,11/6/2024,livechat,"""The Halloween voodoo""",other
5866,11/6/2024,livechat,""" this past week I put a lot of money into this casino""",game issues
6250,11/6/2024,livechat,"""I know I was betting real money ok""",payment issues
6423,11/6/2024,livechat,"""yes it closed years ago - I will try and find where the money is now I have th bsb abs the account number""",account issues
2414,11/6/2024,livechat,"""I wae just given 10 free spins plAyed them and won a big win on the free games then it said i was i fun mode and reissued 10 more spins why did you all reset te VC ame because won. This is the sec otime""",freespin issues
6255,11/6/2024,livechat,"""3.1.2 last 4 lines""",other
5984,11/6/2024,livechat,"""Okay so how do I request it.  Like 0.002 is too much but the 0.001 is only 71""",other
5942,11/6/2024,livechat,"""None of these apply to me""",other
6673,11/6/2024,livechat,"""Hello. Can you please add code 170mania bonus for me please. I made 2 separate deposits. Support said they would add it manually. I didn’t have enough after my first depoait""",payment issues
6202,11/6/2024,livechat,"""no I click on the game gemza under rewards and it takes me to the game just doesn’t play the free spins""",freespin issues
6288,11/6/2024,livechat,"""I made a deposit of $30. And the rates must have changed at the very last second, and it's just barely under the minimum.Can you please push it through""",payment issues
5556,11/6/2024,livechat,"""hey Nicholas""",other
2787,11/6/2024,livechat,"""I withdrew some money and was only supposed to allow me $100 but y'all let me withdraw $110. I thought y'all would take it and then I put more back in I just want to make sure this won't screw me like last time""",account issues
5505,11/6/2024,livechat,"""on my account page""",account issues
6573,11/6/2024,livechat,"""Oh ok      wow.""",other
5778,11/6/2024,livechat,"""Should I try again?""",other
5562,11/6/2024,livechat,"""Hi, I've deposited some ethereum but it has not credited my balance yet""",payment issues
3614,11/6/2024,livechat,"""Can you please ask someone if something can be done here""",other
6833,11/6/2024,livechat,"""I tired to use the Wednesday special but it didn't work""",other
6062,11/6/2024,livechat,"""Simply a waste of of time for me to have explained or Elaborated the situation when you don’t give a damn let alone do anything about it""",other
3209,11/6/2024,livechat,"""So from $50 there was no win""",other
6607,11/6/2024,livechat,"""So at least I know the details are correct""",other
3041,11/6/2024,livechat,"""How much money have you guys taken so far from people who have not made the minimum deposit amount ? Millions?""",payment issues
127,11/6/2024,telegram,"""Hahaha sweet, thanks""",other
1816,11/6/2024,livechat,"""Need to talk about my money""",payment issues
2885,11/6/2024,livechat,"""COMPENSATE""",payment issues
424,11/6/2024,telegram,"""where are the free spins i thought i got when i deposited""",freespin issues
2700,11/6/2024,livechat,"""I would like to ask for a refund. I played Wild Bingo and bet one time. I thought I was placing my second bet and then the 3rd one but it uped m,y bet instead to 15 bucks i thought i was pushing the button to spin not place a higher bet""",game issues
2976,11/6/2024,livechat,"""my account on skrill, i use 2 adresses one is primary the other one secondary i can use them both""",other
127,11/6/2024,telegram,"""Your support is good""",other
2381,11/6/2024,livechat,"""Plus I don’t wanna have more than one and I thought I had one on my current email address I’d like to just make sure I only have one please forgive me""",other
1874,11/6/2024,livechat,"""Well this one has money on it""",other
2426,11/6/2024,livechat,"""I didn’t play yet""",other
1579,11/6/2024,livechat,"""could you tell me how many ltc confirmations I have""",payment issues
6459,11/6/2024,livechat,"""another one""",other
107,11/6/2024,telegram,"""Is there something wrong with your games?""",game issues
3232,11/6/2024,livechat,"""I’m good also , Okay thank you""",other
2656,11/6/2024,livechat,"""I still have not receive""",payment issues
3048,11/6/2024,livechat,"""I know that I already opened a ticket. But meanwhile I feel scammed and I read I lots of forums, that there are many people with the same Problem and they Never saw the money back. They used all the same payment Method Like me""",payment issues
3190,11/6/2024,livechat,"""I deposited 3x last night can you tell me how mich I'm eligible for""",payment issues
1302,11/6/2024,telegram,"""Why is this not available other sites do for loyal players""",other
446,11/6/2024,telegram,"""What games do i have to play for my bonus wager??""",game issues
5383,11/6/2024,livechat,"""I want to cash out""",payment issues
448,11/6/2024,telegram,"""I took hours deciding who I was going to choose to make my home for online gambling after having tried at least 30 different sites.  Yours looks the most legit, great games. And I thought the offers were upfront. I read that offer so many times making sure I get value for money.""",other
1200,11/6/2024,livechat,"""I am not talking about ltc""",other
2378,11/6/2024,livechat,"""I don’t know how this happened. I have two factor authentication on and everything. This is ridiculous.""",other
254,11/6/2024,livechat,"""The last 3 deposits I have not received""",payment issues
191,11/6/2024,livechat,"""I got disconnected from another chat about me not receiving 3 deposits""",payment issues
310,11/6/2024,telegram,"""NICE!!!!""",other
2766,11/6/2024,livechat,"""and what is the bonus I have gotten in return""",payment issues
1215,11/6/2024,telegram,"""Sorry. I made a mistake.   Sent USDT to eth address.  So it is not showing in balance    Please add 8.4 USDT now.""",payment issues
224,11/6/2024,telegram,"""Hi my birthday was yesterday and I didn’t get gift 🥲""",other
285,11/6/2024,telegram,"""Why didn't I receive spins""",freespin issues
265,11/6/2024,telegram,"""My deposit it says error and pending""",account issues
2119,11/6/2024,livechat,"""I deposited over 100 dollars""",payment issues
3413,11/6/2024,livechat,"""Can you take off the bonus?""",payment issues
3039,11/7/2024,livechat,"""They say finished not played. As you can see there’s no wager even set""",other
463,11/7/2024,telegram,"""Hi I need to verify my email address but I dnt have access to my email anymore my registered email is ****@gmail.com""",account issues
2472,11/7/2024,livechat,"""Can I speak to a rep""",other
2291,11/7/2024,livechat,"""Look for the gambling license. you will need that. No company with a valid gambling license is allowed to act like this!!""",other
2311,11/7/2024,livechat,"""on that first page i lost 8 and won 2""",account issues
2152,11/7/2024,livechat,"""What are you talking about?It's still Wednesday before then.It's only wednesday at five o'clock""",other
355,11/7/2024,telegram,"""Can you look and see what's going on with my deposit that I made recently but it's been over an hour""",account issues
3060,11/7/2024,livechat,"""Yes need to change my email and phone I email but no changes""",account issues
3440,11/7/2024,livechat,"""I can’t find it anywhere in the history I seen it clearest day popped up on my screen. I had the big pink banner saying level 15 reached you’ve been awarded $200.""",other
3264,11/7/2024,livechat,"""When I first started playing the alien fruits two game I saw level up reached you have been awarded $200. I didn’t stop to check it or anything.""",payment issues
3307,11/7/2024,livechat,"""I had just made a deposit not too long before and it went through just fine with the same amount""",payment issues
2120,11/7/2024,livechat,"""I win a jackpot""",other
3051,11/7/2024,livechat,"""Were did my money go if I cashed out""",account issues
2404,11/7/2024,livechat,"""Hi Lisa how r u""",other
2562,11/7/2024,livechat,"""Hello , today I received the Wednesday free spins and so I started playing them and then something came up where I had to set my phone down and so because of that I was logged out . Whenever I try to go back to the game I was playing with the free spins that I had never finished, it doesn't go back too my free spins like it normally does.""",freespin issues
475,11/7/2024,telegram,"""Why is my cash out takes long""",payment issues
5002,11/7/2024,livechat,"""otherwise i dont deposit""",other
2720,11/7/2024,livechat,"""Which other active do i need to remove to get my withdrawal from last week""",other
2119,11/7/2024,livechat,"""I signed up but didn't get my 100 spins no deposit""",account issues
3072,11/7/2024,livechat,"""Was that the same as before""",other
2399,11/7/2024,livechat,"""if you would look at my deposit history i made it all within the required time frame""",payment issues
482,11/7/2024,telegram,"""I tried to login and it keeps saying my account is disabled""",account issues
3305,11/7/2024,livechat,"""I did check my history, they were offered but I missed the email""",other
2367,11/7/2024,livechat,"""No deposit free spins are not in my account.    But I was emailed this offer""",account issues
2658,11/7/2024,livechat,"""Why don't you recommend me for vip""",other
5244,11/7/2024,livechat,"""i ask for lossing rebate""",freespin issues
1125,11/7/2024,livechat,"""J dizzle. I can see that a transfer  is still pending. Can we cancel that then ill try again?""",payment issues
2661,11/7/2024,livechat,"""Heu I did it withdrawal and then it said it went through when I verified my email but then I just seen another email came through where it said to put my name last name and birthday and my account thing I did that and saved it so now what do I need to do next I've never had this happen to me I don't know what's going on like this is never happened words taking this long or that I've had to do anything like that when I've been gambling with Bitcoin I don't know what's going on can you help me get this taken care of""",account issues
2966,11/7/2024,livechat,"""i didnt receive my money either""",payment issues
1974,11/7/2024,livechat,"""I was in the middle of a game with a high bet and during the game it kicked me out and I lost all my damn money. My Internet is super so I need to know what kind of scam is this site to kick people in middle of bets like that""",game issues
2021,11/7/2024,livechat,"""Its a screenshot""",other
